Species,Type
Emberiza_rutila,cup
Emberiza_schoeniclus,cup
Emberiza_spodocephala,cup
Emberiza_stewarti,cup
Emberiza_striolata,cup
Emberiza_sulphurata,cup
Emberiza_tahapisi,cup
Emberiza_tristrami,cup
Emberiza_yessoensis,cup
Emberizoides_herbicola,cup
Emberizoides_ypiranganus,cup
Embernagra_platensis,cup
Emblema_pictum,dome
Eminia_lepida,dome
Empidonax_affinis,cup
Empidonax_albigularis,cup
Empidonax_alnorum,cup
Empidonax_atriceps,cup
Empidonax_difficilis,cavity or cup
Empidonax_flavescens,cup
Empidonax_flaviventris,cup
Empidonax_fulvifrons,cup
Empidonax_hammondii,cup
Empidonax_minimus,cup
Empidonax_oberholseri,cup
Empidonax_occidentalis,cavity or cup
Empidonax_traillii,cup
Empidonax_virescens,cup
Empidonax_wrightii,cup
Empidonomus_varius,cup
Empidornis_semipartitus,dome
Enicurus_leschenaulti,cup
Enicurus_maculatus,cup
Enicurus_ruficapillus,cup
Enicurus_schistaceus,cup or dome
Enicurus_scouleri,cavity
Enodes_erythrophris,cavity
Entomodestes_coracinus,cup
Entomyzon_cyanotis,cup
Eophona_migratoria,cup
Eophona_personata,cup
Eopsaltria_australis,cup
Eopsaltria_georgiana,cup
Eopsaltria_griseogularis,cup
Epimachus_meyeri,cup
Epthianura_albifrons,cup
Epthianura_aurifrons,cup
Epthianura_crocea,cup
Epthianura_tricolor,cup
Eremalauda_dunni,cup
Eremiornis_carteri,cup
Ochetorhynchus_phoenicurus,cavity
Eremomela_gregalis,cup
Eremophila_alpestris,cavity or cup
Eremophila_bilopha,cup
Bucanetes_mongolicus,cup
Eremopterix_australis,cup
Eremopterix_nigriceps,cup
Eremopterix_verticalis,cup
Cardellina_versicolor,dome
Erithacus_rubecula,cavity
Erpornis_zantholeuca,cup
Erythrocercus_mccallii,dome
Cercotrichas_barbata,cavity
Cercotrichas_coryphaeus,cavity or cup
Cercotrichas_galactotes,cavity or cup
Cercotrichas_hartlaubi,cup
Cercotrichas_leucophrys,cup
Cercotrichas_leucosticta,cavity
Cercotrichas_paena,cup
Cercotrichas_quadrivirgata,cavity or cup
Erythrura_gouldiae,cavity
Erythrura_prasina,dome
Erythrura_trichroa,dome
Estrilda_astrild,dome
Estrilda_atricapilla,dome
Estrilda_caerulescens,dome
Estrilda_erythronotos,dome
Estrilda_melpoda,dome
Estrilda_nonnula,dome
Estrilda_paludicola,dome
Estrilda_perreini,dome
Estrilda_rhodopyga,dome
Estrilda_troglodytes,dome
Eucometis_penicillata,cup
Eugerygone_rubra,cup
Eugralla_paradoxa,dome
Eumyias_indigo,cavity
Eumyias_thalassinus,cavity
Euodice_cantans,dome
Euodice_malabarica,dome
Eupetes_macrocerus,cup
Euphagus_carolinus,cup
Euphagus_cyanocephalus,cup
Euphonia_affinis,dome
Euphonia_chlorotica,dome
Euphonia_cyanocephala,dome
Euphonia_fulvicrissa,dome
Euphonia_gouldi,dome
Euphonia_hirundinacea,dome
Euphonia_laniirostris,dome
Euphonia_musica,dome
Euphonia_pectoralis,dome
Euplectes_afer,dome
Euplectes_albonotatus,dome
Euplectes_ardens,dome
Euplectes_aureus,dome
Euplectes_axillaris,dome
Euplectes_capensis,dome
Euplectes_diadematus,dome
Euplectes_franciscanus,dome
Euplectes_gierowii,dome
Euplectes_hartlaubi,dome
Euplectes_hordeaceus,dome
Euplectes_jacksoni,dome
Euplectes_macroura,dome
Euplectes_nigroventris,dome
Euplectes_orix,dome
Euplectes_progne,dome
Euplectes_psammocromius,dome
Eurocephalus_anguitimens,cup
Eurylaimus_javanicus,dome
Eurylaimus_ochromalus,dome
Euryptila_subcinnamomea,dome
Euscarthmus_meloryphus,cup
Euschistospiza_cinereovinacea,dome
Euschistospiza_dybowskii,dome
Basileuterus_lachrymosus,cup
Falcunculus_frontatus,cup
Ficedula_albicollis,cavity
Ficedula_dumetoria,dome
Ficedula_hodgsonii,cavity or cup
Ficedula_hyperythra,cavity
Ficedula_hypoleuca,cavity
Anthipes_monileger,dome
Ficedula_mugimaki,cup
Ficedula_narcissina,cavity
Ficedula_parva,cavity or dome
Ficedula_sapphira,cavity
Ficedula_semitorquata,cavity
Ficedula_strophiata,cup
Ficedula_subrubra,cavity
Ficedula_superciliaris,cavity
Ficedula_tricolor,cavity or cup
Ficedula_westermanni,cup
Ficedula_zanthopygia,cavity
Fluvicola_pica,dome
Formicarius_analis,cavity
Formicarius_colma,cup
Formicarius_nigricapillus,cavity
Formicivora_grisea,cup
Formicivora_melanogaster,cup
Formicivora_rufa,cup
Foudia_madagascariensis,dome
Foudia_sechellarum,dome
Foulehaio_carunculatus,cup
Fraseria_cinerascens,cavity
Fraseria_ocreata,cavity
Frederickena_unduligera,cup
Frederickena_viridis,cup
Fringilla_coelebs,cup
Fringilla_montifringilla,cup
Fringilla_teydea,cup
Fulvetta_cinereiceps,cup
Fulvetta_striaticollis,cup
Fulvetta_vinipectus,cup
Furnarius_cristatus,dome
Furnarius_figulus,cup
Furnarius_leucopus,dome
Furnarius_rufus,dome
Galerida_cristata,cup
Galerida_magnirostris,cup
Galerida_malabarica,cup
Galerida_theklae,cup
Gampsorhynchus_rufulus,cup
Garrulax_albogularis,cup
Garrulax_leucolophus,cup
Garrulax_pectoralis,cup
Garrulax_perspicillatus,cup
Garrulus_glandarius,cavity or cup
Garrulus_lidthi,cup
Geositta_antarctica,cavity
Geositta_cunicularia,cavity
Geositta_isabellina,cavity
Geositta_maritima,cavity
Geositta_peruviana,cavity
Geositta_poeciloptera,cavity
Geositta_punensis,cavity
Geositta_rufipennis,cavity
Geositta_tenuirostris,cavity
Geospiza_conirostris,dome
Geospiza_difficilis,dome
Geospiza_fortis,dome
Geospiza_fuliginosa,dome
Geospiza_magnirostris,dome
Geospiza_scandens,dome
Geothlypis_aequinoctialis,cup
Geothlypis_beldingi,cup
Geothlypis_nelsoni,cup
Geothlypis_poliocephala,cup
Geothlypis_rostrata,cup
Geothlypis_semiflava,cup
Geothlypis_trichas,cup
Gerygone_chloronota,dome
Gerygone_chrysogaster,dome
Gerygone_fusca,dome
Gerygone_igata,dome
Gerygone_levigaster,dome
Gerygone_magnirostris,dome
Gerygone_mouki,dome
Gerygone_olivacea,dome
Gerygone_palpebrosa,dome
Gliciphila_melanops,cup
Glyphorynchus_spirurus,cavity
Gnorimopsar_chopi,cavity
Gracula_ptilogenys,cavity
Gracula_religiosa,cavity
Gracupica_contra,dome
Gracupica_nigricollis,dome
Grallaria_andicolus,cup
Grallaria_guatimalensis,cup
Grallaria_ridgelyi,cup
Grallaria_ruficapilla,cup
Grallaria_rufula,cup
Grallaria_squamigera,cup
Grallaria_varia,cup
Grallaricula_flavirostris,cup
Grallaricula_lineifrons,cup
Grallaricula_nana,cup
Grallina_cyanoleuca,cup
Graminicola_bengalensis,cup
Granatellus_sallaei,cup
Granatellus_venustus,cup
Granatina_granatina,dome
Granatina_ianthinogaster,dome
Grantiella_picta,cup
Empidonomus_aurantioatrocristatus,cup
Gubernatrix_cristata,cup
Gubernetes_yetapa,cup
Gyalophylax_hellmayri,dome
Gymnocichla_nudiceps,dome
Gymnoderus_foetidus,cup
Gymnomystax_mexicanus,cup
Gymnopithys_leucaspis,cup
Gymnopithys_rufigula,cup
Gymnopithys_salvini,cavity or cup
Gymnorhinus_cyanocephalus,cup
Petronia_dentata,cavity
Habia_fuscicauda,cup
Habia_gutturalis,cup
Habia_rubica,cup
Haematoderus_militaris,cup
Haematospiza_sipahi,cup
Orochelidon_andecola,cavity
Haplospiza_rustica,dome
Hartertula_flavoviridis,dome
Saroglossa_aurata,cavity
Prinia_erythroptera,dome
Helmitheros_vermivorum,cup
Hemipus_hirundinaceus,cup
Hemipus_picatus,cup
Hemithraupis_flavicollis,cup
Hemitriccus_diops,dome
Hemitriccus_margaritaceiventer,dome
Hemitriccus_nidipendulus,dome
Hemixos_castanonotus,cup
Hemixos_cinereus,cup
Hemixos_flavala,cup
Henicorhina_leucophrys,dome
Henicorhina_leucosticta,dome
Herpsilochmus_longirostris,cup
Coccothraustes_vespertinus,cup
Heterocercus_flavivertex,cup
Heteromunia_pectoralis,dome
Heteromyias_albispecularis,cup
Himatione_sanguinea,cup
Hippolais_caligata,cup
Hippolais_icterina,cup
Hippolais_languida,cup
Hippolais_olivetorum,cup
Hippolais_opaca,cup
Hippolais_pallida,cup
Hippolais_polyglotta,cup
Hippolais_rama,cup
Hirundo_aethiopica,cup
Hirundo_albigularis,cup
Hirundo_angolensis,cup
Hirundo_atrocaerulea,cup
Hirundo_dimidiata,cup
Hirundo_leucosoma,cup
Hirundo_lucida,cup
Hirundo_megaensis,cup
Hirundo_neoxena,cup
Hirundo_nigrita,cup
Hirundo_nigrorufa,cup
Hirundo_rustica,cavity or cup
Hirundo_smithii,cup
Hirundo_tahitica,cup
Luscinia_phaenicuroides,cup
Horizorhinus_dohrni,cup
Hylacola_cauta,dome
Hylacola_pyrrhopygia,dome
Hylexetastes_perrotii,cavity
Hylia_prasina,dome
Hyliota_flavigaster,cup
Hylocichla_mustelina,cup
Hylocryptus_erythrocephalus,cavity
Hyloctistes_subulatus,cavity
Hylophilus_decurtatus,cup
Hylophilus_ochraceiceps,cup
Hylophylax_naevioides,cup
Hylophylax_naevius,cup
Willisornis_poecilinotus,dome
Lamprotornis_cupreocauda,cavity
Lamprotornis_purpureiceps,cavity
Hymenops_perspicillatus,cup
Hypargos_margaritatus,dome
Hypargos_niveoguttatus,dome
Hypergerus_atriceps,dome
Hypocnemis_cantator,cup
Hypocnemis_hypoxantha,cup
Hypocolius_ampelinus,cup
Hypogramma_hypogrammicum,dome
Hypopyrrhus_pyrohypogaster,cup
Hypothymis_azurea,cup
Hypothymis_helenae,cup
Hypsipetes_borbonicus,cup
Hypsipetes_crassirostris,cup
Hypsipetes_leucocephalus,cup
Hypsipetes_olivaceus,cup
Hypsipetes_parvirostris,cup
Garrulax_cineraceus,cup
Garrulax_maximus,cup
Garrulax_ocellatus,cup
Icteria_virens,cup
Icterus_auratus,cup
Icterus_bonana,cup
Icterus_bullockii,cup
Icterus_cayanensis,cup
Icterus_chrysater,cup
Icterus_chrysocephalus,cup
Icterus_croconotus,dome
Icterus_cucullatus,cup or dome
Icterus_dominicensis,cup
Icterus_galbula,cup
Icterus_graceannae,cup
Icterus_graduacauda,cup
Icterus_gularis,dome
Icterus_icterus,cup or dome
Icterus_jamacaii,dome
Icterus_laudabilis,cup
Icterus_leucopteryx,cup
Icterus_mesomelas,cup
Icterus_nigrogularis,cup
Icterus_oberi,cup
Icterus_parisorum,cup
Icterus_pectoralis,cup
Icterus_prosthemelas,cup
Icterus_spurius,cup
Icterus_wagleri,cup
Ilicura_militaris,cup
Illadopsis_albipectus,cup
Illadopsis_cleaveri,cup
Illadopsis_fulvescens,cup
Illadopsis_puveli,cup
Illadopsis_pyrrhoptera,cup
Illadopsis_rufipennis,cup
Incana_incanus,dome
Inezia_caudata,cup
Inezia_subflava,cup
Iodopleura_fusca,cup
Iodopleura_isabellae,cup
Iole_propinqua,cup
Irania_gutturalis,cavity
Irena_cyanogastra,cup
Irena_puella,cup
Ixonotus_guttatus,cup
Ixoreus_naevius,cup
Ixos_malaccensis,cup
Ixos_mcclellandii,cup
Hypsipetes_philippinus,cup
Junco_hyemalis,cup
Junco_phaeonotus,cup
Kakamega_poliothorax,cup
Kenopia_striata,cup
Knipolegus_aterrimus,cup
Knipolegus_cyanirostris,cup
Knipolegus_hudsoni,cup
Knipolegus_lophotes,cup
Knipolegus_nigerrimus,cavity
Knipolegus_signatus,cup
Knipolegus_striaticeps,cup
Kupeornis_gilberti,cup
Lagonosticta_larvata,dome
Lagonosticta_nitidula,dome
Lagonosticta_rara,dome
Lagonosticta_rhodopareia,dome
Lagonosticta_rubricata,dome
Lagonosticta_rufopicta,dome
Lagonosticta_sanguinodorsalis,dome
Lagonosticta_senegala,dome
Lagonosticta_virata,dome
Lalage_leucomela,cup
Lalage_leucopyga,cup
Lalage_leucopygialis,cup
Lalage_nigra,cup
Lalage_tricolor,cup
Lampropsar_tanagrinus,cup
Lamprotornis_acuticaudus,cavity
Spreo_albicapillus,dome
Lamprotornis_australis,cavity
Spreo_bicolor,cavity
Lamprotornis_caudatus,cavity
Lamprotornis_chalcurus,cavity
Lamprotornis_chalybaeus,cavity
Lamprotornis_chloropterus,cavity
Spreo_fischeri,dome
Lamprotornis_hildebrandti,cavity
Lamprotornis_iris,cavity
Lamprotornis_mevesii,cavity
Lamprotornis_nitens,cavity
Lamprotornis_ornatus,cavity
Lamprotornis_pulcher,dome
Lamprotornis_purpureus,cavity
Lamprotornis_purpuroptera,cavity
Lamprotornis_regius,cavity
Lamprotornis_shelleyi,cavity
Lamprotornis_splendidus,cavity
Lamprotornis_superbus,cavity or dome
Spreo_unicolor,cavity
Laniarius_aethiopicus,cup
Laniarius_atrococcineus,cup
Laniarius_atroflavus,cup
Laniarius_barbarus,cup
Laniarius_bicolor,cup
Laniarius_erythrogaster,cup
Laniarius_ferrugineus,cup
Laniarius_fuelleborni,cup
Laniarius_funebris,cup
Laniarius_leucorhynchus,cup
Laniarius_luehderi,cup
Laniarius_poensis,cup
Laniarius_ruficeps,cup
Laniarius_turatii,cup
Lanio_versicolor,cup
Laniocera_hypopyrra,cup
Lanioturdus_torquatus,cup
Lanius_bucephalus,cup
Lanius_cabanisi,cup
Lanius_collaris,cup
Lanius_collurio,cup
Lanius_cristatus,cup
Lanius_dorsalis,cup
Lanius_excubitor,cup
Lanius_excubitoroides,cup
Lanius_isabellinus,cup
Lanius_ludovicianus,cup
Lanius_mackinnoni,cup
Lanius_meridionalis,cup
Lanius_minor,cup
Lanius_nubicus,cup
Lanius_schach,cup
Lanius_senator,cup
Lanius_somalicus,cup
Lanius_sphenocercus,cup
Lanius_tephronotus,cup
Lanius_tigrinus,cup
Lathrotriccus_euleri,cup
Legatus_leucophaius,dome
Leiothrix_lutea,cup
Lepidocolaptes_affinis,cavity
Lepidocolaptes_albolineatus,cavity
Lepidocolaptes_angustirostris,cavity
Lepidocolaptes_falcinellus,cavity
Lepidocolaptes_lacrymiger,cavity
Lepidocolaptes_souleyetii,cavity
Lonchura_nana,dome
Lepidothrix_coeruleocapilla,cup
Lepidothrix_coronata,cup
Lepidothrix_nattereri,cup
Lepidothrix_serena,cup
Leptasthenura_aegithaloides,cavity
Leptasthenura_fuliginiceps,dome
Leptasthenura_platensis,cavity
Leptasthenura_yanacensis,dome
Leptocoma_sericea,dome
Leptocoma_sperata,dome
Leptopoecile_sophiae,dome
Leptopogon_amaurocephalus,dome
Lessonia_oreas,cup
Lessonia_rufa,cup
Garrulax_canorus,cup
Garrulax_taewanus,cup
Leucopsar_rothschildi,cavity
Leucosticte_arctoa,cup
Leucosticte_atrata,cup
Leucosticte_australis,cup
Leucosticte_brandti,cup
Leucosticte_nemoricola,cup
Leucosticte_tephrocotis,cup
Lichenostomus_chrysops,cup
Lichenostomus_cratitius,cup
Lichenostomus_fasciogularis,cup
Lichenostomus_flavescens,cup
Lichenostomus_flavicollis,cup
Lichenostomus_flavus,cup
Lichenostomus_frenatus,cup
Lichenostomus_fuscus,cup
Lichenostomus_hindwoodi,cup
Lichenostomus_keartlandi,cup
Lichenostomus_leucotis,cup
Lichenostomus_melanops,cup
Lichenostomus_obscurus,cup or dome
Lichenostomus_ornatus,cup
Lichenostomus_penicillatus,cup
Lichenostomus_plumulus,cup
Lichenostomus_unicolor,cup
Lichenostomus_versicolor,cup
Lichenostomus_virescens,cup
Lichmera_alboauricularis,cup
Lichmera_indistincta,cup
Limnornis_curvirostris,dome
Limnoctites_rectirostris,dome
Limnothlypis_swainsonii,cup
Linurgus_olivaceus,cup
Liocichla_omeiensis,cup
Liocichla_phoenicea,cup
Liocichla_steerii,cup
Lioparus_chrysotis,cup or dome
Lioptilus_nigricapillus,cup
Liosceles_thoracicus,dome
Lipaugus_streptophorus,cup
Lipaugus_unirufus,cup
Loboparadisea_sericea,cup
Lochmias_nematura,cavity
Locustella_certhiola,cup
Locustella_fasciolata,cup
Locustella_fluviatilis,cup
Locustella_lanceolata,cup
Locustella_luscinioides,cup
Locustella_naevia,cup
Locustella_ochotensis,cup
Lonchura_castaneothorax,dome
Lonchura_malacca,dome
Lonchura_oryzivora,cavity or dome
Lonchura_pallida,dome
Lonchura_punctulata,dome
Lonchura_quinticolor,dome
Lonchura_striata,cavity or dome
Lophophanes_cristatus,cavity
Lophophanes_dichrous,cavity
Lophorina_superba,cup
Lophospingus_pusillus,cup
Lophotriccus_galeatus,dome
Lophotriccus_pileatus,dome
Lophotriccus_vitiosus,dome
Lophozosterops_javanicus,cup
Lophozosterops_superciliaris,cup
Loxia_curvirostra,cup
Loxia_leucoptera,cup
Loxia_pytyopsittacus,cup
Loxia_scotica,cup
Loxigilla_noctis,cavity
Loxigilla_portoricensis,dome
Loxigilla_violacea,cavity
Loxipasser_anoxanthus,dome
Loxops_caeruleirostris,cup
Loxops_coccineus,cavity
Lullula_arborea,cup
Larvivora_akahige,cavity or cup
Larvivora_brunnea,cavity or cup
Calliope_calliope,cup or dome
Larvivora_komadori,cavity
Luscinia_luscinia,cup
Luscinia_megarhynchos,cup or dome
Calliope_pectoralis,dome
Larvivora_sibilans,cavity
Luscinia_svecica,cup
Lycocorax_pyrrhopterus,cup
Macgregoria_pulchra,cup
Machaerirhynchus_flaviventer,cup
Machaeropterus_deliciosus,cup
Machaeropterus_pyrocephalus,cup
Machetornis_rixosa,dome
Macroagelaius_imthurni,cup
Macroagelaius_subalaris,cup
Macronous_gularis,dome
Macronous_ptilosus,cup or dome
Macronous_striaticeps,dome
Macronyx_croceus,cup
Magumma_parva,cup
Heterophasia_capistrata,cup
Heterophasia_melanoleuca,cup
Malacocincla_abbotti,cup
Malacocincla_malaccensis,cup
Malaconotus_blanchoti,cup
Malacopteron_cinereum,cup
Malacopteron_magnirostre,cup
Malurus_amabilis,dome
Malurus_coronatus,dome
Malurus_cyaneus,dome
Malurus_elegans,dome
Malurus_lamberti,dome
Malurus_leucopterus,dome
Malurus_melanocephalus,dome
Malurus_pulcherrimus,dome
Malurus_splendens,dome
Manacus_aurantiacus,cup
Manacus_candei,cup
Manacus_manacus,cup
Manacus_vitellinus,cup
Mandingoa_nitidula,dome
Manorina_flavigula,cup
Manorina_melanocephala,cup
Manorina_melanophrys,cup
Oreomystis_mana,cavity
Manucodia_ater,cup
Manucodia_comrii,cup
Phonygammus_keraudrenii,cup
Margarops_fuscatus,cavity or cup
Allenia_fusca,cup
Margarornis_squamiger,dome
Masius_chrysopterus,cup
Mecocerculus_calopterus,cup
Mecocerculus_leucophrys,cup
Megabyas_flammulatus,cup
Megalurus_gramineus,dome
Megalurus_palustris,dome
Megalurus_pryeri,cup
Megalurus_punctatus,cup
Megalurus_timoriensis,dome
Megarynchus_pitangua,cup
Megastictus_margaritatus,cup
Melaenornis_edolioides,cup
Melampitta_lugubris,dome
Melanocharis_nigra,cup
Melanocharis_versteri,cup
Melanochlora_sultanea,cavity
Melanocorypha_bimaculata,cup
Melanocorypha_calandra,cup
Melanodera_melanodera,cup
Melanodryas_cucullata,cup
Melanodryas_vittata,cup
Melanoptila_glabrirostris,cup
Melanospiza_richardsoni,dome
Melanotis_caerulescens,cup
Melanotis_hypoleucus,cup
Melanopareia_elegans,dome
Melidectes_belfordi,cup
Melidectes_torquatus,cup
Melilestes_megarhynchus,cup
Meliphaga_albilineata,cup
Meliphaga_albonotata,cup
Meliphaga_analoga,cup
Meliphaga_aruensis,cup
Meliphaga_cinereifrons,cup
Meliphaga_gracilis,cup
Meliphaga_lewinii,cup
Meliphaga_mimikae,cup
Meliphaga_montana,cup
Meliphaga_notata,cup
Meliphaga_orientalis,cup
Melipotes_fumigatus,cup
Melithreptus_affinis,cup
Melithreptus_albogularis,cup
Melithreptus_brevirostris,cup
Melithreptus_gularis,cup
Melithreptus_lunatus,cup
Melithreptus_validirostris,cup
Melocichla_mentalis,cup
Melophus_lathami,cup
Melopyrrha_nigra,dome
Melospiza_georgiana,cup
Melospiza_lincolnii,cup
Melospiza_melodia,cup
Melozone_biarcuata,cup
Melozone_leucotis,cup
Menura_novaehollandiae,dome
Leiothrix_argentauris,cup
Metopothrix_aurantiaca,dome
Microbates_cinereiventris,cup
Microcerculus_bambla,cavity
Microeca_fascinans,cup
Microeca_flavigaster,cup
Microeca_griseoceps,cup
Microeca_papuana,cup
Microrhopias_quixensis,cup
Microligea_palustris,cup
Hypsipetes_amaurotis,cup
Mimus_graysoni,cup
Mimus_dorsalis,cup
Mimus_gilvus,cup
Mimus_gundlachii,cup
Mimus_longicaudatus,cup
Mimus_patagonicus,cup
Mimus_polyglottos,cup
Mimus_saturninus,cup
Mimus_thenca,cup
Mimus_triurus,cup
Minla_ignotincta,cup
Mino_anais,cavity
Mino_dumontii,cavity
Mino_kreffti,cavity
Mionectes_macconnelli,dome
Mionectes_oleagineus,dome
Mionectes_olivaceus,dome
Mionectes_rufiventris,dome
Mionectes_striaticollis,dome
Mirafra_africana,dome
Mirafra_javanica,cup or dome
Mirafra_passerina,dome
Mitrephanes_olivaceus,cup
Mitrephanes_phaeocercus,cup
Mitrospingus_cassinii,cup
Mitrospingus_oleagineus,cup
Mniotilta_varia,cup
Modulatrix_stictigula,cup
Mohoua_albicilla,cup
Mohoua_novaeseelandiae,cup
Mohoua_ochrocephala,cavity or cup
Molothrus_aeneus,brood parasite
Molothrus_ater,brood parasite
Molothrus_bonariensis,brood parasite
Molothrus_oryzivorus,brood parasite
Molothrus_rufoaxillaris,brood parasite
Symposiachrus_axillaris,cup
Symposiachrus_barbatus,cup
Carterornis_chrysomela,cup
Monarcha_cinerascens,cup
Monarcha_frater,cup
Symposiachrus_guttula,cup
Carterornis_leucotis,cup
Symposiachrus_manadensis,cup
Monarcha_melanopsis,cup
Monarcha_richardsii,cup
Monarcha_rubiensis,cup
Monarcha_takatsukasae,cup
Symposiachrus_trivirgatus,cup
Monticola_angolensis,cavity or cup
Monticola_bensoni,cavity or cup
Monticola_brevipes,cavity or cup
Monticola_cinclorhynchus,cavity or cup
Monticola_erythronota,cavity
Monticola_explorator,cup
Monticola_gularis,cavity
Monticola_rufiventris,cavity
Monticola_rufocinereus,cavity
Monticola_rupestris,cavity
Monticola_saxatilis,cavity or cup
Monticola_sharpei,cavity or cup
Monticola_solitarius,cavity
Montifringilla_adamsi,cavity
Montifringilla_nivalis,cavity
Motacilla_aguimp,cup
Motacilla_alba,cup
Motacilla_capensis,cup
Motacilla_cinerea,cup
Motacilla_citreola,cup
Motacilla_clara,cup
Motacilla_flava,cup
Motacilla_flaviventris,cup
Motacilla_grandis,cavity or cup
Motacilla_madaraspatensis,cavity or cup
Muscicapa_adusta,cup
Muscicapa_aquatica,cavity
Muscicapa_caerulescens,cup
Muscicapa_cassini,cavity or cup
Muscicapa_dauurica,cup
Muscicapa_ferruginea,cup
Muscicapa_gambagae,cavity or cup
Muscicapa_griseisticta,cup
Muscicapa_infuscata,cup
Muscicapa_muttui,cup
Muscicapa_sethsmithi,cup
Muscicapa_sibirica,cup
Muscicapa_striata,cavity or cup
Muscicapella_hodgsoni,cup
Muscigralla_brevicauda,cup or dome
Muscisaxicola_albilora,cup
Muscisaxicola_alpinus,cup
Muscisaxicola_capistratus,cavity or cup
Muscisaxicola_cinereus,cup
Muscisaxicola_flavinucha,cavity
Muscisaxicola_frontalis,cup
Muscisaxicola_maclovianus,cup
Muscisaxicola_maculirostris,cup
Muscisaxicola_rufivertex,cup
Myadestes_elisabeth,cavity
Myadestes_genibarbis,cavity
Myadestes_melanops,cavity
Myadestes_obscurus,cavity or cup
Myadestes_occidentalis,cup
Myadestes_ralloides,cup
Myadestes_townsendi,cup
Myadestes_unicolor,cup
Mycerobas_affinis,cup
Mycerobas_carnipes,cup
Myiagra_alecto,cup
Myiagra_caledonica,cup
Myiagra_cyanoleuca,cup
Myiagra_ferrocyanea,cup
Myiagra_hebetior,cup
Myiagra_inquieta,cup
Myiagra_rubecula,cup
Myiarchus_antillarum,cavity
Myiarchus_barbirostris,cavity
Myiarchus_cephalotes,cavity
Myiarchus_cinerascens,cavity
Myiarchus_crinitus,cavity
Myiarchus_ferox,cavity
Deltarhynchus_flammulatus,cavity
Myiarchus_nugator,cavity
Myiarchus_oberi,cavity
Myiarchus_panamensis,cavity
Myiarchus_phaeocephalus,cavity
Myiarchus_sagrae,cavity
Myiarchus_semirufus,cavity or cup
Myiarchus_stolidus,cavity
Myiarchus_swainsoni,cavity
Myiarchus_tuberculifer,cavity
Myiarchus_tyrannulus,cavity
Myiarchus_validus,cavity
Myiobius_atricaudus,dome
Myiobius_barbatus,dome
Myiobius_sulphureipygius,dome
Myioborus_brunniceps,dome
Myioborus_flavivertex,cup
Myioborus_melanocephalus,dome
Myioborus_miniatus,cup
Myioborus_ornatus,cup
Myioborus_pictus,cup
Myioborus_torquatus,dome
Myiodynastes_luteiventris,cavity
Myiodynastes_maculatus,cavity
Cinclidium_diana,dome
Cinclidium_leucurum,cup or dome
Brachypteryx_major,cavity
Myiopagis_caniceps,cup
Myiopagis_gaimardii,cup
Myiopagis_viridicata,cup
Myioparus_plumbeus,cavity
Myiophobus_fasciatus,cup
Myiophobus_flavicans,cup
Nephelomyias_ochraceiventris,dome
Myiornis_auricularis,dome
Myiornis_ecaudatus,dome
Myiotheretes_fumigatus,cup
Myiotheretes_striaticollis,cup
Myiotriccus_ornatus,cup
Myiozetetes_cayanensis,dome
Myiozetetes_luteiventris,dome
Myiozetetes_similis,dome
Myophonus_caeruleus,cavity or cup
Myophonus_glaucinus,cavity
Myophonus_melanurus,cup
Myrmeciza_atrothorax,cup
Myrmeciza_exsul,cup
Myrmeciza_ferruginea,cup
Myrmeciza_fortis,dome
Myrmeciza_goeldii,cup
Myrmeciza_hemimelaena,cup
Myrmeciza_hyperythra,cup
Myrmeciza_laemosticta,cup
Myrmeciza_longipes,cup
Myrmeciza_loricata,cup
Myrmeciza_melanoceps,cup
Myrmeciza_squamosa,cup
Myrmecocichla_aethiops,cavity
Myrmecocichla_melaena,cavity
Myrmecocichla_nigra,cavity
Myrmoborus_myotherinus,dome
Myrmorchilus_strigilatus,cup
Myrmornis_torquata,cup
Myrmotherula_axillaris,cup
Myrmotherula_brachyura,cup
Myrmotherula_cherriei,cup
Epinecrophylla_erythrura,dome
Epinecrophylla_fulviventris,dome
Epinecrophylla_gutturalis,dome
Myrmotherula_hauxwelli,cup
Myrmotherula_ignota,cup
Myrmotherula_longipennis,cup
Myrmotherula_menetriesii,cup
Myrmotherula_multostriata,cup
Myrmotherula_pacifica,cup
Myrmotherula_schisticolor,cup
Myrmothera_campanisona,cup
Myrmothera_simplex,cup
Mystacornis_crossleyi,cup
Myzomela_cardinalis,cup
Myzomela_cineracea,cup
Myzomela_eques,cup
Myzomela_erythrocephala,cup
Myzomela_obscura,cup
Myzomela_rosenbergii,cup
Myzomela_sanguinolenta,cup
Myzornis_pyrrhouraB,dome
Namibornis_herero,cup
Napothera_brevicaudata,dome
Napothera_crassa,cup
Napothera_epilepidota,cup or dome
Nasica_longirostris,cavity
Nectarinia_kilimensis,dome
Nemosia_pileata,cup
Atticora_tibialis,cavity
Neochmia_modesta,dome
Neochmia_phaeton,dome
Neochmia_ruficauda,dome
Neochmia_temporalis,dome
Neocichla_gutturalis,cavity
Neocossyphus_rufus,cavity
Neodrepanis_coruscans,dome
Neolalage_banksiana,cup
Neomixis_striatigula,dome
Neomixis_tenella,dome
Nesospiza_acunhae,cup
Neothraupis_fasciata,cup
Neoxolmis_rufiventris,cup
Nesillas_typica,cup
Nesocharis_capistrata,dome
Nesocichla_eremita,cup
Mimus_macdonaldi,cup
Mimus_melanotis,cup
Mimus_parvulus,cup
