Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extra[1]	extra[2]	extra[3]	extra[4]	extra[5]	extra[6]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
7942	-9640.533	-9655.995	15.46266	0.0618334	0.0435977	0.0562561	0.890546	0.575039	0.59191	0.00306242	0.00334245	0.0147788	0.0544042	0.00232217	0.00180801	8.883229e-05	0.1424239	0.002948788	0.0008040218	0.003458908	0.001365718	0.008316894	0.0122408	0.0420084	0.494376	0.0604778	0.0523329	0.0498173	0.300988	0.0734637	0.0503191	0.0518465	1.04518	0.715896	0.737627	-2.61096	-2.98937	-2.95947	2.65515	0.483535
7943	-9640.299	-9655.581	15.28218	0.0573837	0.047044	0.0556273	0.851784	0.624451	0.623745	0.00133723	0.00334245	0.0119123	0.0544042	0.00270439	0.00180801	0.0001049262	0.1355535	0.003483529	0.0008281012	0.003988454	0.001574199	0.008988534	0.0122408	0.0493715	0.504571	0.0617249	0.0534121	0.0237258	0.307195	0.070058	0.0546269	0.0546436	0.996724	0.777183	0.777422	-2.65843	-2.90723	-2.90692	2.65515	0.457706
7944	-9637.252	-9652.905	15.65285	0.0592946	0.04299	0.0596707	0.868634	0.57232	0.630081	0.00182963	0.00276154	0.0153079	0.0549577	0.00270439	0.00192443	0.0001033813	0.146268	0.003483529	0.0008281012	0.003451954	0.001168448	0.007415713	0.009784865	0.066842	0.395737	0.0617185	0.0534065	0.0657697	0.356527	0.0718312	0.0502856	0.0554535	1.0171	0.71202	0.785195	-2.63344	-2.99004	-2.89221	2.65039	0.47711
7945	-9638.859	-9654.572	15.71282	0.0538897	0.0433437	0.0617936	0.801158	0.564641	0.664446	0.00140142	0.00381672	0.0153079	0.0549577	0.00270439	0.00358079	0.0001031814	0.1341199	0.003483529	0.001067664	0.003255179	0.001150638	0.005922899	0.008518138	0.066842	0.395737	0.0617185	0.0534065	0.0657697	0.356527	0.0656103	0.0494088	0.0581072	0.93275	0.702421	0.826082	-2.72402	-3.00763	-2.84547	2.65441	0.494728
7946	-9640.502	-9655.813	15.3106	0.0551693	0.0433173	0.0621193	0.822137	0.580053	0.687785	0.0026811	0.00381672	0.0153079	0.0549577	0.00270439	0.00358079	8.464492e-05	0.1375477	0.003483529	0.001129147	0.003157027	0.0009225919	0.009487261	0.01240076	0.0194602	0.335116	0.0522641	0.0452254	0.246023	0.301912	0.0656103	0.0493757	0.0585142	0.958974	0.721685	0.855256	-2.72402	-3.0083	-2.83849	2.68213	0.533484
7947	-9640.702	-9655.779	15.07675	0.0559286	0.0448334	0.0612421	0.834508	0.613816	0.706082	0.0036627	0.0027203	0.0128752	0.0760677	0.00270439	0.0042219	7.391467e-05	0.1365532	0.003483529	0.001129147	0.003102477	0.001566865	0.009487261	0.01240076	0.0197627	0.340325	0.0530766	0.0439597	0.236271	0.306605	0.0653324	0.0526414	0.0604586	0.948051	0.763889	0.877326	-2.72827	-2.94425	-2.8058	2.67492	0.531775
7948	-9641.359	-9656.797	15.43867	0.0548842	0.0461545	0.070906	0.799749	0.616711	0.742104	0.00363922	0.0027203	0.0186555	0.0760677	0.00333338	0.0042219	5.605914e-05	0.153143	0.003483529	0.0009701704	0.003549907	0.001579852	0.007217677	0.009301965	0.0165497	0.284996	0.0444476	0.0942527	0.197859	0.361895	0.0640562	0.0542927	0.0653132	0.904602	0.766722	0.922352	-2.74799	-2.91336	-2.72856	2.64773	0.500071
7949	-9637.099	-9652.488	15.38908	0.0677315	0.0462317	0.0648774	0.889352	0.584733	0.604802	0.00468732	0.00144474	0.0186555	0.0701927	0.00279758	0.0042219	5.640733e-05	0.1451127	0.003112171	0.001348594	0.003219213	0.001274314	0.007217677	0.01203396	0.0174264	0.300093	0.0468021	0.0992456	0.155366	0.381066	0.0788052	0.0559837	0.0577774	1.02395	0.727419	0.750725	-2.54078	-2.8827	-2.85116	2.56444	0.604012
7950	-9632.653	-9648.147	15.49432	0.0674953	0.0474748	0.0694438	0.930723	0.606768	0.662588	0.00147315	0.000915474	0.0186555	0.0728701	0.00180324	0.00267512	5.450144e-05	0.1445488	0.003601146	0.001420125	0.003219213	0.001408704	0.006917823	0.009146387	0.0174264	0.300093	0.0468021	0.0992456	0.155366	0.381066	0.0825277	0.0581992	0.0634853	1.07232	0.756206	0.824892	-2.49462	-2.84388	-2.75695	2.56444	0.59326
7951	-9635.661	-9650.899	15.23719	0.0586805	0.0521787	0.0821336	0.794571	0.661265	0.670513	0.00147315	0.00144743	0.0307318	0.0512516	0.00209291	0.00262783	4.354202e-05	0.1445488	0.004780198	0.001420125	0.003219213	0.001572633	0.008061737	0.009146387	0.0174264	0.300093	0.0468021	0.0992456	0.155366	0.381066	0.0715092	0.063414	0.0642522	0.929149	0.823965	0.834856	-2.63793	-2.75807	-2.74494	2.56444	0.595327
7952	-9634.775	-9650.1	15.32564	0.0566439	0.0502441	0.0941881	0.776882	0.636129	0.670513	0.000797872	0.00144743	0.0427863	0.0512516	0.00209291	0.00262783	4.618581e-05	0.1515704	0.003711461	0.001744	0.003219213	0.001953683	0.006321824	0.007441521	0.0157634	0.271455	0.0423357	0.185206	0.14054	0.3447	0.0698075	0.0609959	0.0642522	0.907038	0.792545	0.834856	-2.66201	-2.79695	-2.74494	2.56444	0.595327
7953	-9636.418	-9651.908	15.48934	0.0617704	0.0501768	0.0652733	0.805788	0.596596	0.593085	0.000944702	0.00225195	0.0177093	0.0512516	0.00209291	0.00305899	4.878534e-05	0.145689	0.004724423	0.001876417	0.003219213	0.001386973	0.005528044	0.007441521	0.0157634	0.271455	0.0423357	0.185206	0.14054	0.3447	0.0760322	0.0599061	0.059455	0.94317	0.743129	0.737532	-2.5766	-2.81498	-2.82254	2.51809	0.597569
7954	-9635.646	-9650.88	15.23361	0.0617704	0.0450848	0.0806954	0.82188	0.554151	0.68391	0.000944702	0.00151084	0.0269665	0.0512516	0.00209291	0.00319464	4.683606e-05	0.1439626	0.004724423	0.001748871	0.003219213	0.001386973	0.005528044	0.01052116	0.0222191	0.204061	0.0596738	0.261055	0.0997181	0.353273	0.0760322	0.0544674	0.0671612	0.963285	0.690072	0.850895	-2.5766	-2.91015	-2.70066	2.53919	0.680243
7955	-9638.117	-9652.958	14.841	0.0614296	0.0464495	0.0729134	0.804598	0.569804	0.584396	0.000944702	0.00164004	0.0269665	0.0382882	0.00209291	0.0022741	4.924635e-05	0.1467444	0.004724423	0.002136286	0.003844106	0.001389693	0.007508407	0.01052116	0.0460952	0.260676	0.0762296	0.333481	0.127384	0.156135	0.0756061	0.0560118	0.0574336	0.957887	0.709639	0.727652	-2.58222	-2.88219	-2.85713	2.53919	0.695509
7956	-9638.059	-9653.022	14.96301	0.0536238	0.0480565	0.069667	0.750455	0.62752	0.575978	0.000944702	0.00147932	0.0269665	0.0446626	0.00348223	0.00387852	5.708446e-05	0.1511553	0.003870951	0.002382755	0.002652073	0.001312959	0.007508407	0.01052116	0.221837	0.202516	0.0963084	0.259077	0.0989627	0.121299	0.0658489	0.0582215	0.0533757	0.88224	0.780048	0.715124	-2.72039	-2.8435	-2.9304	2.5951	0.688142
7957	-9641.492	-9656.098	14.60545	0.0600152	0.0471074	0.0707776	0.843453	0.620804	0.594152	0.00151435	0.00103145	0.0269665	0.0596617	0.00348223	0.00717319	5.559437e-05	0.1355626	0.005485924	0.002382755	0.003465786	0.001422268	0.007749397	0.01052116	0.196976	0.136813	0.309946	0.175024	0.0992948	0.0819459	0.0731261	0.0575949	0.0547639	0.979739	0.771653	0.733723	-2.61557	-2.85432	-2.90472	2.5951	0.704403
7958	-9635.624	-9650.744	15.12043	0.0569325	0.0445723	0.0740059	0.841858	0.631853	0.68506	0.00120492	0.00082569	0.0269665	0.039971	0.00236527	0.00819054	5.820371e-05	0.1431056	0.003423527	0.001893236	0.003465786	0.001397113	0.005113724	0.01052116	0.196976	0.136813	0.309946	0.175024	0.0992948	0.0819459	0.0696594	0.0546832	0.0587993	1.00236	0.78686	0.846087	-2.66414	-2.9062	-2.83363	2.66649	0.71655
7959	-9636.727	-9651.773	15.04572	0.0564195	0.0457519	0.0837083	0.772487	0.59529	0.655621	0.00120492	0.00105919	0.0351251	0.039971	0.00236527	0.0110805	6.084324e-05	0.1414644	0.004269049	0.002529803	0.003184856	0.0009361429	0.006439042	0.01074178	0.196976	0.136813	0.309946	0.175024	0.0992948	0.0819459	0.0690183	0.0558658	0.0607291	0.915645	0.741156	0.805675	-2.67338	-2.8848	-2.80133	2.58526	0.733992
7960	-9636.375	-9651.592	15.21749	0.0546917	0.0458452	0.082485	0.752141	0.598083	0.637075	0.00100878	0.000941991	0.0351251	0.0399455	0.00236527	0.00876437	6.522812e-05	0.1466667	0.004269049	0.001707628	0.003184856	0.0009361429	0.00688196	0.01074178	0.51525	0.0821803	0.188569	0.105133	0.0596441	0.049223	0.0671036	0.056129	0.0591999	0.890245	0.744647	0.785388	-2.70152	-2.8801	-2.82684	2.58526	0.705843
7961	-9635.381	-9650.412	15.03073	0.0557654	0.04705	0.0823614	0.796392	0.635882	0.661321	0.00100878	0.00119189	0.0351251	0.0399455	0.00236527	0.00876437	6.702496e-05	0.1531348	0.00373836	0.002352932	0.003184856	0.00143029	0.005576966	0.01074178	0.37811	0.0603069	0.361478	0.0771504	0.043769	0.0791859	0.0684457	0.0573227	0.0590454	0.945558	0.791896	0.815696	-2.68171	-2.85906	-2.82945	2.62573	0.66213
7962	-9635.995	-9651.284	15.28944	0.0532444	0.0477856	0.0977312	0.761566	0.645802	0.725002	0.00100878	0.00119189	0.0462917	0.0399455	0.00212316	0.0143795	6.386025e-05	0.1467911	0.004456475	0.002352932	0.003329806	0.00143029	0.004623241	0.007286864	0.336068	0.0536015	0.321286	0.0332239	0.00320519	0.252616	0.0652945	0.0582421	0.0642994	0.902025	0.804599	0.888278	-2.72885	-2.84315	-2.7442	2.62573	0.585699
7963	-9638.428	-9653.681	15.25316	0.0572499	0.0472348	0.101907	0.825899	0.638222	0.779653	0.00100878	0.00119189	0.0462917	0.0489441	0.00215199	0.0113421	7.769004e-05	0.139354	0.004456475	0.001933223	0.003329806	0.00143029	0.004907264	0.009080877	0.31573	0.0921741	0.301842	0.0499143	0.00301122	0.237328	0.0703014	0.0575537	0.0695193	0.971194	0.795088	0.960389	-2.65496	-2.85504	-2.66615	2.62573	0.626767
7964	-9636.218	-9651.777	15.55954	0.0536683	0.0502425	0.104833	0.708914	0.622521	0.726119	0.00158946	0.00117583	0.0481883	0.0504607	0.00215199	0.00993776	7.572044e-05	0.1519574	0.003567127	0.001311587	0.003329806	0.00143029	0.006857297	0.009080877	0.259607	0.0757896	0.248188	0.0410417	0.00247596	0.372897	0.0650985	0.0613333	0.0708059	0.823066	0.775461	0.895227	-2.73185	-2.79143	-2.64781	2.53714	0.536208
7965	-9637.911	-9653.538	15.6269	0.0591855	0.0498597	0.0987528	0.820907	0.665724	0.699144	0.00158946	0.00117583	0.0481883	0.0358603	0.00215199	0.00993776	6.082065e-05	0.1506287	0.002730559	0.002523688	0.003028043	0.00143029	0.005308805	0.006908406	0.266925	0.0779259	0.255184	0.0140115	0.00254575	0.383408	0.071995	0.0608548	0.0632057	0.981309	0.829465	0.861508	-2.63116	-2.79926	-2.76136	2.61229	0.536208
7966	-9639.794	-9654.985	15.19093	0.0555492	0.0491966	0.103012	0.760664	0.66376	0.75478	0.00230345	0.000656783	0.0481883	0.0349129	0.00215199	0.0075154	5.700691e-05	0.1447846	0.002730559	0.002523688	0.003130389	0.001895751	0.007819977	0.008534685	0.204474	0.0596942	0.19548	0.0107333	0.235913	0.293705	0.0665572	0.0606747	0.0685301	0.907189	0.82701	0.93408	-2.70969	-2.80223	-2.68048	2.61229	0.525274
7967	-9638.879	-9653.758	14.87964	0.0553008	0.0491193	0.102406	0.750323	0.658422	0.746517	0.00230345	0.00100404	0.0481883	0.0279568	0.00259928	0.0075154	4.720762e-05	0.1599528	0.004311351	0.002483219	0.003600499	0.001895751	0.007819977	0.007286393	0.205536	0.0600042	0.196496	0.00559561	0.237138	0.295231	0.0662468	0.0601441	0.0677723	0.902958	0.819778	0.923752	-2.71437	-2.81101	-2.6916	2.61229	0.61169
7968	-9635.323	-9650.208	14.88446	0.0583244	0.0491193	0.0838273	0.724922	0.604034	0.76056	0.00230345	0.00100404	0.0237719	0.0242625	0.00225118	0.00944193	5.679427e-05	0.147596	0.003803276	0.002483219	0.003572666	0.001807086	0.007819977	0.01006245	0.208745	0.0609409	0.183952	0.00568296	0.24084	0.299839	0.0700262	0.0601441	0.0750692	0.875824	0.752228	0.938897	-2.65889	-2.81101	-2.58935	2.5263	0.741181
7969	-9633.017	-9648.293	15.27544	0.0589974	0.0491193	0.0792123	0.734091	0.604456	0.746859	0.00224329	0.00100404	0.0204026	0.0242625	0.00267344	0.011321	5.330896e-05	0.1484635	0.003803276	0.001780291	0.003280281	0.001294494	0.007819977	0.007987339	0.174625	0.0635687	0.191885	0.00592801	0.251225	0.312769	0.0709426	0.0601441	0.0735121	0.887286	0.752228	0.919423	-2.64588	-2.81101	-2.61031	2.5263	0.844533
7970	-9631.905	-9647.033	15.12731	0.0573226	0.0486728	0.0761251	0.725893	0.603473	0.706002	0.0017168	0.000557524	0.0204026	0.0304266	0.00169056	0.00907465	4.959079e-05	0.1504024	0.004109865	0.001385351	0.003280281	0.001539692	0.006367774	0.01127163	0.176973	0.0644235	0.194465	0.0191488	0.254603	0.290387	0.0695072	0.0601441	0.0696532	0.869333	0.752228	0.871159	-2.66632	-2.81101	-2.66423	2.5263	0.889627
7971	-9633.889	-9649.192	15.30224	0.0606648	0.0503541	0.0761618	0.760188	0.619531	0.70739	0.0017168	0.000557524	0.0204026	0.0281676	0.00115278	0.0149667	4.680882e-05	0.1482336	0.004423062	0.001139685	0.003280281	0.001547767	0.005699324	0.01124381	0.176811	0.0643643	0.194286	0.0200494	0.254369	0.29012	0.0736849	0.0622457	0.069699	0.915026	0.772973	0.865528	-2.60796	-2.77667	-2.66357	2.51915	0.869089
7972	-9633.938	-9649.438	15.49947	0.0587474	0.0470118	0.078054	0.783901	0.618442	0.724073	0.00290005	0.000557524	0.0246625	0.0421783	0.00147065	0.0149667	4.023824e-05	0.1482757	0.003641734	0.001048201	0.003280281	0.001547767	0.005592169	0.007514759	0.189773	0.109834	0.208529	0.0215193	0.158955	0.311389	0.0698092	0.0580679	0.0667394	0.927153	0.771214	0.886383	-2.66199	-2.84614	-2.70696	2.58635	0.852766
7973	-9637.723	-9652.904	15.18135	0.0596237	0.0469921	0.096978	0.806559	0.62815	0.815648	0.00308106	0.000611402	0.0377501	0.0421783	0.0011448	0.0149667	3.848856e-05	0.1546878	0.005496386	0.001253887	0.002726099	0.001706958	0.005592169	0.007514759	0.188478	0.109085	0.207107	0.0281946	0.15787	0.309265	0.0706782	0.0579759	0.0740348	0.955476	0.783757	1.00085	-2.64962	-2.84773	-2.60322	2.60407	0.907537
7974	-9635.375	-9650.311	14.93572	0.0591184	0.0475697	0.105569	0.780777	0.618155	0.802127	0.00290657	0.000611402	0.0456612	0.0421783	0.0011448	0.0149667	4.25588e-05	0.1547436	0.00364039	0.002024802	0.00370422	0.001706958	0.006838203	0.007514759	0.193779	0.08403	0.212931	0.0289875	0.16231	0.317962	0.0702648	0.0586978	0.0748846	0.923248	0.771263	0.98395	-2.65548	-2.83535	-2.59181	2.57563	0.884984
7975	-9638.006	-9653.07	15.0643	0.0697378	0.0480373	0.103328	0.918454	0.61189	0.752996	0.00290657	0.000611402	0.0459441	0.0589245	0.00193708	0.0149667	4.184996e-05	0.1547436	0.00364039	0.002024802	0.00370422	0.001706958	0.00728817	0.007422166	0.276582	0.0708164	0.179448	0.144059	0.0611315	0.267963	0.0835391	0.0592823	0.0717303	1.07441	0.762441	0.922536	-2.48244	-2.82544	-2.63484	2.55421	0.757361
7976	-9639.426	-9654.865	15.43915	0.0670388	0.0505047	0.100962	0.895212	0.641614	0.722564	0.00301546	0.00076769	0.0459441	0.0717953	0.00193708	0.0149667	4.549343e-05	0.1547436	0.002619505	0.001365361	0.003825472	0.001706958	0.005905902	0.007422166	0.276582	0.0708164	0.179448	0.144059	0.0611315	0.267963	0.0800292	0.0621713	0.0687726	1.02927	0.799597	0.884497	-2.52536	-2.77786	-2.67695	2.55421	0.806306
7977	-9638.64	-9654.082	15.44211	0.0670388	0.0506882	0.103715	0.883007	0.641614	0.759064	0.00301546	0.000951119	0.0459441	0.0595907	0.00193708	0.0160666	5.379947e-05	0.1550005	0.002063956	0.001981718	0.003424467	0.001372832	0.005905902	0.009607885	0.0659528	0.0828884	0.210038	0.255925	0.0715525	0.313643	0.0800292	0.0621713	0.0722132	1.02927	0.799597	0.928747	-2.52536	-2.77786	-2.62813	2.55421	0.808707
7978	-9641.276	-9656.858	15.58164	0.0634753	0.0510789	0.101422	0.856222	0.662431	0.7508	0.00301546	0.000951119	0.0459441	0.0595907	0.00193708	0.0198129	4.954576e-05	0.1596179	0.002063956	0.0009168938	0.003424467	0.001636152	0.007619678	0.009607885	0.154469	0.0750334	0.190134	0.231672	0.0647717	0.28392	0.0755748	0.0626598	0.0693473	0.995788	0.825618	0.913734	-2.58263	-2.77004	-2.66863	2.57841	0.775481
7979	-9644.769	-9660.118	15.34988	0.0673315	0.043062	0.0979063	0.904381	0.556103	0.700129	0.00301546	0.000951119	0.0459441	0.0569399	0.00124156	0.0154653	4.868684e-05	0.1515477	0.004894143	0.0009168938	0.002665195	0.001581161	0.007619678	0.006285582	0.186223	0.0722155	0.182993	0.222971	0.0623392	0.273257	0.0803951	0.0526386	0.0649527	1.0593	0.693576	0.85583	-2.5208	-2.94431	-2.7341	2.57841	0.859677
7980	-9639.15	-9654.167	15.01649	0.0627309	0.0465852	0.0984637	0.905247	0.65073	0.768316	0.00301546	0.000878531	0.0459441	0.0569399	0.001428	0.022231	5.289727e-05	0.1460051	0.003315822	0.001112682	0.003723559	0.001581161	0.007619678	0.009467436	0.14127	0.055103	0.13882	0.169147	0.288365	0.207295	0.0746443	0.0571334	0.0656495	1.06038	0.811627	0.932607	-2.59502	-2.86237	-2.72342	2.65365	0.859677
7981	-9638.754	-9653.632	14.87774	0.062715	0.0457307	0.108009	0.879314	0.623693	0.88097	0.00301546	0.00054391	0.0459441	0.0569399	0.00123512	0.0260132	4.56062e-05	0.1560867	0.00436228	0.001651819	0.003723559	0.001581161	0.007584587	0.007335422	0.202574	0.0495147	0.124741	0.151993	0.25912	0.212056	0.0746245	0.0564835	0.0775811	1.02797	0.778072	1.0687	-2.59529	-2.87381	-2.55643	2.62287	0.859677
7982	-9635.872	-9650.8	14.92791	0.0593554	0.045628	0.0983626	0.816342	0.62676	0.824385	0.00301546	0.000441218	0.040753	0.0355666	0.000547908	0.0260132	5.43642e-05	0.1535149	0.00436228	0.002257417	0.00283289	0.001082378	0.00642621	0.008693288	0.175725	0.0429519	0.0702731	0.302324	0.224776	0.18395	0.0704249	0.0564835	0.072012	0.975969	0.782765	0.997964	-2.65321	-2.87381	-2.63092	2.62888	0.987131
7983	-9636.491	-9651.412	14.9217	0.055891	0.0440208	0.0927287	0.796929	0.618387	0.771793	0.00243651	0.00064476	0.0404598	0.0355666	0.000573085	0.0273164	5.275989e-05	0.1512425	0.003344712	0.002274046	0.00283289	0.001082378	0.006981953	0.008693288	0.12001	0.0293338	0.365047	0.206471	0.15351	0.125628	0.0668182	0.0542201	0.0653362	0.951704	0.772267	0.930596	-2.70578	-2.9147	-2.72821	2.65628	0.977855
7984	-9636.97	-9651.656	14.68605	0.0495824	0.0441015	0.0817556	0.707074	0.618387	0.727123	0.00243651	0.000725396	0.0320768	0.0355666	0.000573085	0.0195389	5.318476e-05	0.1493203	0.003344712	0.002252584	0.00283289	0.001061379	0.006981953	0.01126354	0.132003	0.0322651	0.301598	0.227103	0.16885	0.138182	0.0589323	0.0542201	0.0620985	0.839384	0.772267	0.88448	-2.83137	-2.9147	-2.77903	2.65628	1.05379
7985	-9637.676	-9652.897	15.2211	0.0477571	0.0468334	0.0881844	0.665494	0.630151	0.785602	0.00162024	0.000725396	0.0320768	0.0355666	0.000617896	0.0195389	5.692578e-05	0.1526867	0.003344712	0.002252584	0.00283289	0.001061379	0.00537687	0.007844596	0.387646	0.0190357	0.177936	0.133986	0.199873	0.081524	0.057671	0.057635	0.0701345	0.787409	0.786916	0.957579	-2.853	-2.85363	-2.65734	2.61399	0.945426
7986	-9636.091	-9651.294	15.20339	0.0526151	0.0446075	0.0840935	0.714361	0.592834	0.7222	0.0023652	0.000766733	0.0320768	0.0355666	0.000617896	0.0195389	5.165863e-05	0.1534705	0.003344712	0.002054251	0.003367243	0.001061379	0.00537687	0.007844596	0.366711	0.0180077	0.168326	0.12675	0.189079	0.131126	0.0628124	0.0548009	0.0650209	0.848493	0.740271	0.878326	-2.7676	-2.90405	-2.73305	2.60331	0.915647
7987	-9634.552	-9649.52	14.96772	0.057232	0.0458085	0.0889347	0.77851	0.60146	0.782815	0.0023652	0.000854293	0.0320768	0.045333	0.00074388	0.0230313	5.083019e-05	0.1429052	0.003773903	0.00218231	0.003367243	0.001528405	0.00537687	0.008684776	0.334307	0.103319	0.082106	0.115549	0.283406	0.081312	0.0685836	0.0561927	0.0710724	0.916472	0.750895	0.94973	-2.6797	-2.87897	-2.64406	2.59248	0.902299
7988	-9637.549	-9652.793	15.24423	0.0647854	0.0478174	0.0908051	0.875874	0.623704	0.81332	0.00213778	0.000854293	0.0320768	0.045333	0.0010981	0.0347395	5.897123e-05	0.1415058	0.003521602	0.00218231	0.003367243	0.001485242	0.00537687	0.008684776	0.296853	0.0917441	0.0729073	0.229185	0.237108	0.0722023	0.0783095	0.0587039	0.0734104	1.03818	0.778258	0.973226	-2.54709	-2.83525	-2.61169	2.58455	0.736161
7989	-9641.174	-9656.172	14.9973	0.0635245	0.0478174	0.0890134	0.863642	0.624461	0.77264	0.00213778	0.000854293	0.0320768	0.0483988	0.000769186	0.0164966	4.844771e-05	0.1465697	0.004736894	0.002996348	0.004452912	0.001007566	0.00537687	0.008684776	0.260999	0.0806633	0.0641016	0.322283	0.208471	0.0634818	0.0767334	0.0587039	0.0711707	1.01905	0.779614	0.945179	-2.56742	-2.83525	-2.64267	2.58629	0.736161
7990	-9639.27	-9654.712	15.44206	0.0668839	0.0479883	0.084361	0.885665	0.598367	0.677489	0.00251747	0.000718609	0.0320768	0.0719242	0.000769186	0.0164966	4.656638e-05	0.1465697	0.004094021	0.002498557	0.002983571	0.001145483	0.0046319	0.008684776	0.256397	0.322608	0.0676009	0.215967	0.0750646	0.0623623	0.0804581	0.0590871	0.0653552	1.01718	0.746997	0.826241	-2.52002	-2.82874	-2.72792	2.53705	0.654802
7991	-9640.811	-9655.881	15.06971	0.0642422	0.047852	0.0918214	0.831362	0.590091	0.678872	0.00251747	0.000582328	0.0391088	0.0618265	0.000769186	0.0216912	5.208768e-05	0.1487058	0.004391705	0.002616676	0.002983571	0.001912133	0.005180845	0.008684776	0.264541	0.332856	0.00690278	0.222827	0.108531	0.0643431	0.0771559	0.0590871	0.0658909	0.96192	0.736652	0.821476	-2.56193	-2.82874	-2.71976	2.5231	0.654802
7992	-9638.105	-9653.454	15.3484	0.061394	0.052098	0.0918214	0.787422	0.643509	0.682073	0.00251747	0.000551777	0.0391088	0.0533958	0.000870394	0.0248922	4.929523e-05	0.1516292	0.003014917	0.00215258	0.003391357	0.001404497	0.006712353	0.008684776	0.187553	0.235987	0.00489391	0.157979	0.0801884	0.333398	0.0735956	0.0644328	0.0658909	0.917533	0.803298	0.821476	-2.60917	-2.74213	-2.71976	2.5231	0.654802
7993	-9639.388	-9654.821	15.43356	0.0686139	0.0518919	0.102934	0.830817	0.595143	0.760778	0.00228192	0.000345665	0.0391088	0.066032	0.000832753	0.0248922	5.058582e-05	0.1528377	0.002846355	0.00215258	0.003391357	0.001404497	0.006825877	0.008684776	0.146284	0.302364	0.00532027	0.202415	0.102743	0.240873	0.082915	0.0644328	0.0797818	0.955981	0.742888	0.919857	-2.48994	-2.74213	-2.52846	2.44492	0.739068
7994	-9635.79	-9651.111	15.3216	0.0653824	0.0526434	0.0917317	0.810188	0.63156	0.763756	0.00228192	0.000542489	0.0306647	0.0467192	0.00117851	0.0248922	4.997925e-05	0.1480436	0.003847382	0.001855859	0.003391357	0.001404497	0.00588696	0.008172353	0.146284	0.302364	0.00532027	0.202415	0.102743	0.240873	0.0788757	0.0651262	0.0763337	0.954335	0.787977	0.92358	-2.53988	-2.73143	-2.57264	2.49314	0.870227
7995	-9635.56	-9650.893	15.33301	0.0656492	0.049516	0.0803615	0.826358	0.593984	0.74392	0.00182139	0.000520744	0.0197846	0.0540898	0.00117851	0.010985	4.988755e-05	0.1432002	0.002925405	0.002021126	0.002880346	0.001325744	0.007137449	0.01018363	0.146284	0.302364	0.00532027	0.202415	0.102743	0.240873	0.0797847	0.061244	0.0757211	0.965335	0.741006	0.916168	-2.52842	-2.79289	-2.5807	2.49314	0.870227
7996	-9638.501	-9653.83	15.32874	0.0690543	0.0507158	0.0854326	0.867557	0.609282	0.801414	0.00182139	0.000522785	0.0197846	0.0540898	0.00198504	0.0071219	4.837259e-05	0.1515124	0.004306183	0.001230697	0.002880346	0.001767255	0.007716154	0.01018363	0.174894	0.165923	0.00636078	0.242002	0.122837	0.287982	0.0840412	0.0627413	0.0820601	1.01683	0.759122	0.992865	-2.47645	-2.76874	-2.5003	2.49314	0.787804
7997	-9635.18	-9650.582	15.40202	0.0650648	0.0530208	0.0809635	0.819232	0.650986	0.760776	0.00246866	0.000522785	0.0197846	0.0467748	0.00314317	0.00580809	5.70257e-05	0.1515124	0.004306183	0.001712434	0.00356989	0.001326547	0.006381204	0.009221229	0.113206	0.1074	0.00411725	0.156645	0.079511	0.539121	0.0782452	0.0656226	0.0764737	0.965571	0.809804	0.94371	-2.54791	-2.72384	-2.57081	2.51287	0.707727
7998	-9643.476	-9658.443	14.96744	0.0595208	0.0531798	0.0817516	0.780925	0.681082	0.804649	0.00246866	0.000522785	0.0197846	0.0467748	0.00348825	0.00725283	6.209638e-05	0.1511083	0.00329245	0.002770924	0.003696442	0.001824563	0.009013728	0.007672433	0.113206	0.1074	0.00411725	0.156645	0.079511	0.539121	0.0713152	0.0658213	0.0774588	0.917688	0.846993	0.996745	-2.64065	-2.72081	-2.55801	2.55475	0.707727
7999	-9638.457	-9653.387	14.93019	0.0564192	0.0531798	0.0818433	0.750286	0.686517	0.702832	0.00219533	0.000522785	0.0282307	0.0467748	0.00333451	0.00725283	5.812351e-05	0.1518698	0.00329245	0.003276862	0.003696442	0.001281295	0.006996598	0.01055445	0.113135	0.107333	0.00474048	0.156547	0.0794612	0.538783	0.0677799	0.0658213	0.0670157	0.879389	0.853978	0.869474	-2.69149	-2.72081	-2.70283	2.56296	0.712265
8000	-9636.325	-9651.535	15.21026	0.0548109	0.0521617	0.07486	0.705956	0.680663	0.678187	0.00281235	0.000453748	0.0236402	0.0248214	0.00333451	0.00725283	5.759188e-05	0.1500704	0.004836708	0.001305733	0.002901355	0.001272963	0.00846818	0.01055445	0.184321	0.174867	0.0615757	0.255047	0.129459	0.19473	0.0649982	0.0646349	0.0640248	0.851419	0.84666	0.838668	-2.7334	-2.739	-2.74849	2.57254	0.7304
